,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,Feel
0,0,0,0,0,0,0,1120347186317885440,1120347186317885440,1555946558000,2019-04-22,19:52:38,430,890431418437914624,hamid_77_,hamid,,"#عرضه_اولیه #تاصیکو
زمان نخستین عرضه اولیه امسال #بورس مشخص شد:
عرضه تعداد ۲ میلیارد سهم سرمایه‌گذاری صدر تامین روز چهارشنبه این هفته، به عنوان نخستین عرضه اولیه امسال بورس انجام می‌شود.
 10درصد سهام شرکت سرمایه‌گذاری #صدر_تامین شامل 2 میلیارد سهم عرضه میشه",[],[],[],0,0,2,"['#عرضه_اولیه', '#تاصیکو', '#بورس', '#صدر_تامین']",[],https://twitter.com/Hamid_77_/status/1120347186317885440,False,,0,,,,,,,"[{'user_id': '890431418437914624', 'username': 'Hamid_77_'}]",,,,,0.9039872884750366
1,1,1,1,1,1,1,1120540118790692864,1120540118790692864,1555992557000,2019-04-23,08:39:17,430,780367644,ir_mohammadi,حسن محمدى,,مراسم معرفی شرکت سرمایه گذاری صدر تامین در بازار سرمایه از شرکت‌های زیرمجموعه #شستا باحضور  پرشور علاقمندان به بازار سرمایه و اصحاب رسانه برگزار شد. شستا با عرضه سهام #تاصیکو  در سال جدید گام محکمی به سمت تحقق اهداف از پیش تعریف شده برخواهد داشت.,[],[],[],0,0,42,"['#شستا', '#تاصیکو']",[],https://twitter.com/ir_mohammadi/status/1120540118790692864,False,,0,,,,,,,"[{'user_id': '780367644', 'username': 'ir_mohammadi'}]",,,,,0.4341571033000946
2,2,2,2,2,2,2,1121080518857187335,1121080518857187335,1556121399000,2019-04-24,20:26:39,430,1070355071689474048,modiranr,modiran_rahkoosh,,"✔️ #عرضه_اولیه
🔴 نماد #تاصیکو
📆 دو‌شنبه ۹اردیبهشت

🗒 حداکثر تعداد : ۷۰۰۰

💵 حداکثر قیمت: ۲۲۰۰ریال

💶 نقدینگی لازم: ۱.۵۴ میلیون تومان

🆔@modiranrahkoosh
📲09174509941
☎️07138434798",[],[],[],0,0,0,"['#عرضه_اولیه', '#تاصیکو']",[],https://twitter.com/ModiranR/status/1121080518857187335,False,,0,,,,,,,"[{'user_id': '1070355071689474048', 'username': 'ModiranR'}]",,,,,0.09617103636264801
3,3,3,3,3,3,3,1121319758845173760,1121319758845173760,1556178438000,2019-04-25,12:17:18,430,964464059725897728,shayan_longman,Postman-pat💌,,"🔷👈آگهی عرضه اولیه سهم شرکت #سرمایه_گذاری_صدر_تأمین
🔷👈نماد #تاصیکو
🔷👈هرکد7000سهم
🔷👈2050تا2200ریال 
🔷👈دوشنبه 1398/02/09باروش بوک بیلدینگ 
#بورس💰 pic.twitter.com/3QgVbblZK2",[],[],['https://pbs.twimg.com/media/D4-6TcBXkAARUeN.jpg'],0,0,3,"['#سرمایه_گذاری_صدر_تأمین', '#تاصیکو', '#بورس']",[],https://twitter.com/shayan_longman/status/1121319758845173760,False,,0,,,,,,,"[{'user_id': '964464059725897728', 'username': 'shayan_longman'}]",,,,,0.3138483166694641
4,4,4,4,4,4,4,1122158887342362626,1122158887342362626,1556378502000,2019-04-27,19:51:42,430,1069491016082829312,kooshrah,Modiran rah Koosh,,"✔️ #عرضه_اولیه
🔴 نماد #تاصیکو
📆 دو‌شنبه ۹اردیبهشت

🗒 حداکثر تعداد : ۷۰۰۰

💵 حداکثر قیمت: ۲۲۰۰ریال

💶 نقدینگی لازم: ۱.۵۴ میلیون تومان

🆔@modiranrahkoosh
📲09174509941
☎️07138434798 @…  https://www.instagram.com/p/Bww4pIwAvO9/?utm_source=ig_twitter_share&igshid=1pa33w47comr3 …",[],['https://www.instagram.com/p/Bww4pIwAvO9/?utm_source=ig_twitter_share&igshid=1pa33w47comr3'],[],0,0,0,"['#عرضه_اولیه', '#تاصیکو']",[],https://twitter.com/KooshRah/status/1122158887342362626,False,,0,,,,,,,"[{'user_id': '1069491016082829312', 'username': 'KooshRah'}]",,,,,0.08572766929864882
5,5,5,5,5,5,5,1122456920990855168,1122456920990855168,1556449558000,2019-04-28,15:35:58,430,964464059725897728,shayan_longman,Postman-pat💌,,"#بورس🌱💰
#عرضه_اولیه سهم #تاصیکو 
فردا دوشنبه 98/2/9
اگه میتونین امشب سفارش آفلاین بزارین  pic.twitter.com/t9I4wcQ8KF",[],[],['https://pbs.twimg.com/media/D5PEl5NWwAcDo-B.jpg'],0,0,4,"['#بورس', '#عرضه_اولیه', '#تاصیکو']",[],https://twitter.com/shayan_longman/status/1122456920990855168,False,,0,,,,,,,"[{'user_id': '964464059725897728', 'username': 'shayan_longman'}]",,,,,0.7884421348571777
6,6,6,6,6,6,6,1122726253537054721,1122726253537054721,1556513772000,2019-04-29,09:26:12,430,277044855,saeedsarshar,سعید سرشار,,"امروز عرضه اولیه #تاصیکو
مومنین بشتابند....

#بورس #سهام",[],[],[],0,0,1,"['#تاصیکو', '#بورس', '#سهام']",[],https://twitter.com/SaeedSarshar/status/1122726253537054721,False,,0,,,,,,,"[{'user_id': '277044855', 'username': 'SaeedSarshar'}]",,,,,0.3078416883945465
7,7,7,7,7,7,7,1122739261181132800,1122739261181132800,1556516874000,2019-04-29,10:17:54,430,1103550784984281088,khodabakhsh71,M.A.KHODABAKHSH,,"نماد معاملاتی شرکت شرکت سرمايه گذاري صدرتامين #تاصیکو امروز با قیمت 220 تومان به ازای هر سهم وارد پرتفوی سهامداران می‌شود. مقدار سهام عرضه شده دو میلیارد سهم معادل 10 درصد از کل سهام شرکت است.
#عرضه_اولیه این نماد امروز 440 میلیارد تومان نقدینگی جذب خواهد کرد.",[],[],[],0,0,2,"['#تاصیکو', '#عرضه_اولیه']",[],https://twitter.com/khodabakhsh71/status/1122739261181132800,False,,0,,,,,,,"[{'user_id': '1103550784984281088', 'username': 'khodabakhsh71'}]",,,,,0.07635580003261566
8,8,8,8,8,8,8,1122740307701923840,1122737157230268416,1556517123000,2019-04-29,10:22:03,430,2198970288,eghtesadonline,اقتصاد آنلاين,,🔴نماد معاملاتی شرکت شرکت سرمايه گذاري صدرتامين #تاصیکو امروز با قیمت 220 تومان به ازای هر سهم وارد پرتفوی سهامداران می‌شود. مقدار سهام عرضه شده دو میلیارد سهم و معادل 10 درصد از کل سهام شرکت است.,[],[],[],0,0,4,['#تاصیکو'],[],https://twitter.com/eghtesadonline/status/1122740307701923840,False,,0,,,,,,,"[{'user_id': '2198970288', 'username': 'eghtesadonline'}]",,,,,0.19622181355953214
9,9,9,9,9,9,9,1122758869875347456,1122758869875347456,1556521549000,2019-04-29,11:35:49,430,1963878564,nekoueifard,NEKO,,"عرضه اولیه #تاصیکو است.
تا ساعت ۱۲:۳۰ زمان هست که بخرید و یک سود از جهش اولیه بگیرید.
#بورس
شرکت سرمایه گذاری صدر تامین (تاصیکو)",[],[],[],0,0,8,"['#تاصیکو', '#بورس']",[],https://twitter.com/nekoueifard/status/1122758869875347456,False,,0,,,,,,,"[{'user_id': '1963878564', 'username': 'nekoueifard'}]",,,,,0.9733658432960508
