,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,Feel
10,10,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,732834037522391041,732834037522391041,1463556224000,2016-05-18,11:53:44,430,2463165061,bourseiness,بورسینس,,تایم پایانی #بازار #شاخص با معاملات بلوکی مثبت #فملی #وتجارت #فولاد 130 واحد مثبت…  http://goo.gl/fb/MQPTPq  #اقتصاد,[],['http://goo.gl/fb/MQPTPq'],[],0,0,0,"['#بازار', '#شاخص', '#فملی', '#وتجارت', '#فولاد', '#اقتصاد']",[],https://twitter.com/bourseiness/status/732834037522391041,False,,0,,,,,,,"[{'user_id': '2463165061', 'username': 'bourseiness'}]",,,,,0.9739941358566284
11,11,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,737146710955307008,737146710955307008,1464584446000,2016-05-30,09:30:46,430,2463165061,bourseiness,بورسینس,,عقب‌نشینی «#وتجارت» از دریافت هزینه تعویض کارت‌ها بانک تجارت اعلام کرد که کارمزدهایی…  http://goo.gl/fb/TzQTt0  #اقتصاد,[],['http://goo.gl/fb/TzQTt0'],[],0,0,0,"['#وتجارت', '#اقتصاد']",[],https://twitter.com/bourseiness/status/737146710955307008,False,,0,,,,,,,"[{'user_id': '2463165061', 'username': 'bourseiness'}]",,,,,0.34598755836486816
12,12,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,741859645384470528,741859645384470528,1465708097000,2016-06-12,09:38:17,430,2463165061,bourseiness,بورسینس,,#فاراک بیش از 1 درصد مثبت شد نمادهای #وبصادر #خاذین #خزامیا #خاور #وبملت #وتجارت…  http://goo.gl/fb/C1iXpG  #اقتصاد,[],['http://goo.gl/fb/C1iXpG'],[],0,0,0,"['#فاراک', '#وبصادر', '#خاذین', '#خزامیا', '#خاور', '#وبملت', '#وتجارت', '#اقتصاد']",[],https://twitter.com/bourseiness/status/741859645384470528,False,,0,,,,,,,"[{'user_id': '2463165061', 'username': 'bourseiness'}]",,,,,0.8179685473442078
13,13,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,746559834854686721,746559834854686721,1466828709000,2016-06-25,08:55:09,430,3150346382,khabarizad,m.khabarizad,,"تحلیل بنیادی #وتجارت:
 http://edbibroker.com/Content/Details/1656 …",[],['http://edbibroker.com/Content/Details/1656'],[],0,0,0,['#وتجارت'],[],https://twitter.com/khabarizad/status/746559834854686721,False,,0,,,,,,,"[{'user_id': '3150346382', 'username': 'khabarizad'}]",,,,,0.9687430858612059
14,14,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,746560080540209156,746560080540209156,1466828768000,2016-06-25,08:56:08,430,3150346382,khabarizad,m.khabarizad,,"#تحلیل تکنیکال #وتجارت، #وبملت، #وپست، #وبصادر:
 http://edbibroker.com/Content/Details/1666 …",[],['http://edbibroker.com/Content/Details/1666'],[],0,0,0,"['#تحلیل', '#وتجارت', '#وبملت', '#وپست', '#وبصادر']",[],https://twitter.com/khabarizad/status/746560080540209156,False,,0,,,,,,,"[{'user_id': '3150346382', 'username': 'khabarizad'}]",,,,,0.998518705368042
15,15,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,746574438775267328,746574438775267328,1466832191000,2016-06-25,09:53:11,430,2463165061,bourseiness,بورسینس,,👓 👀🔍 #وتجارت در محدوده 103-100 تومان ارزنده است به نظر میرسد کم کم…  http://goo.gl/fb/8CCjgs  #اقتصاد,[],['http://goo.gl/fb/8CCjgs'],[],0,0,0,"['#وتجارت', '#اقتصاد']",[],https://twitter.com/bourseiness/status/746574438775267328,False,,0,,,,,,,"[{'user_id': '2463165061', 'username': 'bourseiness'}]",,,,,0.9708532691001892
16,16,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,747656728079142913,747656728079142913,1467090229000,2016-06-28,09:33:49,430,2463165061,bourseiness,بورسینس,,#وتجارت شفاف سازی درخصوص اطلاعات ارائه شده در صورتهاي مالي سال مالي منتهي به…  http://goo.gl/fb/ddAkF8  #اقتصاد,[],['http://goo.gl/fb/ddAkF8'],[],0,0,0,"['#وتجارت', '#اقتصاد']",[],https://twitter.com/bourseiness/status/747656728079142913,False,,0,,,,,,,"[{'user_id': '2463165061', 'username': 'bourseiness'}]",,,,,0.9210779666900636
17,17,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,749861251698884608,749861251698884608,1467615828000,2016-07-04,11:33:48,430,2463165061,bourseiness,بورسینس,,با جابجایی #بلوک و معاملات دوطرفه نمادهای #فولاد، #فملی، #حکشتی و #وتجارت علاوه بر…  http://goo.gl/fb/C6REUD  #اقتصاد,[],['http://goo.gl/fb/C6REUD'],[],0,0,0,"['#بلوک', '#فولاد', '#فملی', '#حکشتی', '#وتجارت', '#اقتصاد']",[],https://twitter.com/bourseiness/status/749861251698884608,False,,0,,,,,,,"[{'user_id': '2463165061', 'username': 'bourseiness'}]",,,,,0.8648091554641724
18,18,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,966781744933466112,966781744933466112,1519333704000,2018-02-23,00:38:24,430,98335044,septimaan,سپتیمان,,"بانک تجارت طبق گزارش ۶ماهه : سود پرداختی بابت سپرده‌ها تقریبن دوبرابر سود دریافتی از تسهیلات اعطایی 
#ورشکسته
#وتجارت  pic.twitter.com/9qLppxm7dw",[],[],['https://pbs.twimg.com/media/DWqy3t3W4AEtG0G.jpg'],0,0,1,"['#ورشکسته', '#وتجارت']",[],https://twitter.com/septimaan/status/966781744933466112,False,,0,,,,,,,"[{'user_id': '98335044', 'username': 'septimaan'}]",,,,,0.8889497518539429
19,19,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,986503555002650624,986503555002650624,1524035750000,2018-04-18,11:45:50,430,986116312920453120,abandidgah,دیدگاه آبان,,"اکثر نمادهای گروه لیزینگی با معاملاتی مثبت دنبال می شوند این در حالیست که گروه بانکی در ادامه دادوستدهای فرسایشی و منفی، با صف فروش نمادهای #وکار، #وسینا و #ونوین و ادامه حمایت های سهامداران عمده نمادهای #وبصادر و #وتجارت در قیمت های صفر تابلو سپری می شوند.
#بورس",[],[],[],0,0,0,"['#وکار', '#وسینا', '#ونوین', '#وبصادر', '#وتجارت', '#بورس']",[],https://twitter.com/abandidgah/status/986503555002650624,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.13458392024040222
20,20,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,986526193867526144,986526193867526144,1524041148000,2018-04-18,13:15:48,430,986116312920453120,abandidgah,دیدگاه آبان,,"بیشترین حجم معاملات 
#ذوب 68.2 میلیون سهم
#وبصادر 29.3 میلیون سهم
#فولاد 19.4 میلیون سهم
#سمگا 16.7 میلیون سهم
#وتجارت 14.6 میلیون سهم
#بورس",[],[],[],0,0,0,"['#ذوب', '#وبصادر', '#فولاد', '#سمگا', '#وتجارت', '#بورس']",[],https://twitter.com/abandidgah/status/986526193867526144,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.2569878697395325
21,21,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,987947577671913475,987947577671913475,1524380032000,2018-04-22,11:23:52,430,986116312920453120,abandidgah,دیدگاه آبان,,"بیشترین حجم معاملات 
#ذوب 20.4 میلیون سهم
#وتجارت 16.2 میلیون سهم
#وبصادر 13.1 میلیون سهم
#فولاد 13 میلیون سهم
#وتوکا 11.7 میلیون سهم
#بورس",[],[],[],0,0,0,"['#ذوب', '#وتجارت', '#وبصادر', '#فولاد', '#وتوکا', '#بورس']",[],https://twitter.com/abandidgah/status/987947577671913475,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.3377730250358581
22,22,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,987978936670965761,987978936670965761,1524387508000,2018-04-22,13:28:28,430,986116312920453120,abandidgah,دیدگاه آبان,,"بیشترین حجم معاملات 
#وتجارت 150 میلیون سهم
#ذوب 32.4 میلیون سهم
#وبصادر 26.3 میلیون سهم
#فولاد 21.1 میلیون سهم
#وتوکا 13.6 میلیون سهم
#بورس",[],[],[],0,0,0,"['#وتجارت', '#ذوب', '#وبصادر', '#فولاد', '#وتوکا', '#بورس']",[],https://twitter.com/abandidgah/status/987978936670965761,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.17584329843521118
23,23,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,988368581833510913,988368581833510913,1524480407000,2018-04-23,15:16:47,430,986116312920453120,abandidgah,دیدگاه آبان,,"بیشترین حجم معاملات 
#ذوب 37.1 میلیون سهم
#وبصادر 25.6 میلیون سهم
#سیدکوح 20.2 میلیون سهم
#خساپا 19.3 میلیون سهم
#وتجارت 18.9 میلیون سهم
#بورس",[],[],[],0,0,0,"['#ذوب', '#وبصادر', '#سیدکوح', '#خساپا', '#وتجارت', '#بورس']",[],https://twitter.com/abandidgah/status/988368581833510913,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.2209633886814117
24,24,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,989033521904783360,989033521904783360,1524638941000,2018-04-25,11:19:01,430,986116312920453120,abandidgah,دیدگاه آبان,,"بیشترین حجم معاملات 
#وبصادر 14.3 میلیون سهم
#ذوب 11.3 میلیون سهم
#شبریز 7.5 میلیون سهم
#وتجارت 6.3 میلیون سهم
#خزامیا 5.2 میلیون سهم
#بورس",[],[],[],0,0,0,"['#وبصادر', '#ذوب', '#شبریز', '#وتجارت', '#خزامیا', '#بورس']",[],https://twitter.com/abandidgah/status/989033521904783360,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.3421230912208557
25,25,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,989077068062318593,989077068062318593,1524649323000,2018-04-25,14:12:03,430,986116312920453120,abandidgah,دیدگاه آبان,,"بیشترین حجم معاملات 
#وبصادر 47 میلیون سهم
#خساپا 28.9 میلیون سهم
#ذوب 20 میلیون سهم
#وتجارت 17.7 میلیون سهم
#فایرا 16.2 میلیون سهم
#بورس",[],[],[],0,0,0,"['#وبصادر', '#خساپا', '#ذوب', '#وتجارت', '#فایرا', '#بورس']",[],https://twitter.com/abandidgah/status/989077068062318593,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.383186399936676
26,26,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,990103946730590208,990103946730590208,1524894150000,2018-04-28,10:12:30,430,986116312920453120,abandidgah,دیدگاه آبان,,"بیشترین حجم معاملات 
#وتجارت 15.7 میلیون سهم
#خکاوه 9.3 میلیون سهم
#خزامیا 8.7 میلیون سهم
#وبصادر 8.7 میلیون سهم
#تایرا 8.3 میلیون سهم
#بورس",[],[],[],0,0,0,"['#وتجارت', '#خکاوه', '#خزامیا', '#وبصادر', '#تایرا', '#بورس']",[],https://twitter.com/abandidgah/status/990103946730590208,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.3411874771118164
27,27,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,990129411700781056,990129411700781056,1524900222000,2018-04-28,11:53:42,430,986116312920453120,abandidgah,دیدگاه آبان,,"بیشترین حجم معاملات 
#وتجارت 29.6 میلیون سهم
#ذوب 17.1 میلیون سهم
#وبصادر 13.8 میلیون سهم
#خزامیا 11.9 میلیون سهم
#خساپا 11.3 میلیون سهم
#بورس",[],[],[],0,0,0,"['#وتجارت', '#ذوب', '#وبصادر', '#خزامیا', '#خساپا', '#بورس']",[],https://twitter.com/abandidgah/status/990129411700781056,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.2482043802738189
28,28,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,990195973900075011,990195973900075011,1524916091000,2018-04-28,16:18:11,430,986116312920453120,abandidgah,دیدگاه آبان,,"بیشترین حجم معاملات 
#ذوب 47.1 میلیون سهم
#وتجارت 39.5 میلیون سهم
#خزامیا 23.4 میلیون سهم
#وبصادر 21.8 میلیون سهم
#خپارس 20.2 میلیون سهم
#بورس",[],[],[],0,0,0,"['#ذوب', '#وتجارت', '#خزامیا', '#وبصادر', '#خپارس', '#بورس']",[],https://twitter.com/abandidgah/status/990195973900075011,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.27490735054016113
29,29,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,990466003585896449,990466003585896449,1524980471000,2018-04-29,10:11:11,430,986116312920453120,abandidgah,دیدگاه آبان,,"بیشترین حجم معاملات
#وبصادر 13.4 میلیون سهم
#امید 12.5 میلیون سهم
#خکاوه 11.1 میلیون سهم
#خپارس 7.3 میلیون سهم
#وتجارت 7.3 میلیون سهم
#بورس",[],[],[],0,0,0,"['#وبصادر', '#امید', '#خکاوه', '#خپارس', '#وتجارت', '#بورس']",[],https://twitter.com/abandidgah/status/990466003585896449,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.4986492693424225
30,30,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,990479084756045824,990479084756045824,1524983590000,2018-04-29,11:03:10,430,986116312920453120,abandidgah,دیدگاه آبان,,"بیشترین حجم معاملات
#وبصادر 15 میلیون سهم
#وتجارت 14.8 میلیون سهم
#خکاوه 13.6 میلیون سهم
#امید 12.6 میلیون سهم
#خپارس 10 میلیون سهم
#بورس",[],[],[],0,0,1,"['#وبصادر', '#وتجارت', '#خکاوه', '#امید', '#خپارس', '#بورس']",[],https://twitter.com/abandidgah/status/990479084756045824,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.17726364731788635
31,31,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,990856150185926656,990856150185926656,1525073490000,2018-04-30,12:01:30,430,986116312920453120,abandidgah,دیدگاه آبان,,"بیشترین حجم معاملات 
#امید 37.5 میلیون سهم
#ذوب 7.9 میلیون سهم
#وبصادر 6.4 میلیون سهم
#خکاوه 6.3 میلیون سهم
#وتجارت 4.6 میلیون سهم
#بورس",[],[],[],0,0,0,"['#امید', '#ذوب', '#وبصادر', '#خکاوه', '#وتجارت', '#بورس']",[],https://twitter.com/abandidgah/status/990856150185926656,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.33716195821762085
32,32,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,990861207673257984,990861207673257984,1525074695000,2018-04-30,12:21:35,430,986116312920453120,abandidgah,دیدگاه آبان,,"بیشترین حجم معاملات 
#وتجارت 42.5 میلیون سهم
#امید 39.6 میلیون سهم
#وبصادر 13.8 میلیون سهم
#ذوب 13.3 میلیون سهم
#فایرا 10 میلیون سهم
#بورس",[],[],[],0,0,0,"['#وتجارت', '#امید', '#وبصادر', '#ذوب', '#فایرا', '#بورس']",[],https://twitter.com/abandidgah/status/990861207673257984,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.19466397166252136
33,33,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,990890460343341056,990890460343341056,1525081670000,2018-04-30,14:17:50,430,986116312920453120,abandidgah,دیدگاه آبان,,"بیشترین حجم معاملات 
#وتجارت 50.9 میلیون سهم
#امید 44.1 میلیون سهم
#زنجانح 34.9 میلیون سهم
#ذوب 27.6 میلیون سهم
#وپارس 23.4 میلیون سهم
#بورس",[],[],[],0,0,0,"['#وتجارت', '#امید', '#زنجانح', '#ذوب', '#وپارس', '#بورس']",[],https://twitter.com/abandidgah/status/990890460343341056,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.20533350110054016
34,34,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,991240878726332416,991240878726332416,1525165216000,2018-05-01,13:30:16,430,986116312920453120,abandidgah,دیدگاه آبان,,"بیشترین حجم معاملات 
#وگردش 95.7 میلیون سهم
#وتجارت 51.6 میلیون سهم
#خساپا 51.4 میلیون سهم
#وبصادر 38.7 میلیون سهم
#فایرا 38.3 میلیون سهم
#بورس",[],[],[],0,0,0,"['#وگردش', '#وتجارت', '#خساپا', '#وبصادر', '#فایرا', '#بورس']",[],https://twitter.com/abandidgah/status/991240878726332416,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.377896249294281
35,35,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,991207405949251584,991207405949251584,1525157235000,2018-05-01,11:17:15,430,986116312920453120,abandidgah,دیدگاه آبان,,"بیشترین حجم معاملات 
#وتجارت 43.8 میلیون سهم
#زنجانح 34.9 میلیون سهم
#خساپا 19.3 میلیون سهم
#وبصادر 17.3 میلیون سهم
#ذوب 12.1 میلیون سهم
#بورس",[],[],[],0,0,0,"['#وتجارت', '#زنجانح', '#خساپا', '#وبصادر', '#ذوب', '#بورس']",[],https://twitter.com/abandidgah/status/991207405949251584,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.35837358236312866
36,36,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,991191541694812160,991191541694812160,1525153453000,2018-05-01,10:14:13,430,986116312920453120,abandidgah,دیدگاه آبان,,"بیشترین حجم معاملات 
#وتجارت 38.2 میلیون سهم
#زنجانح 34.9 میلیون سهم
#خساپا 13.2 میلیون سهم
#فایرا 8.8 میلیون سهم
#ذوب 6.2 میلیون سهم
#بورس",[],[],[],0,0,0,"['#وتجارت', '#زنجانح', '#خساپا', '#فایرا', '#ذوب', '#بورس']",[],https://twitter.com/abandidgah/status/991191541694812160,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.2869858741760254
37,37,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,992695692836487168,992695692836487168,1525512071000,2018-05-05,13:51:11,430,986116312920453120,abandidgah,دیدگاه آبان,,"بیشترین حجم معاملات 
#وگردش 80.4 میلیون سهم
#وبصادر 37.9 میلیون سهم
#زنجانح 34.9 میلیون سهم
#وتجارت 29.2 میلیون سهم
#ذوب 16.9 میلیون سهم
#بورس",[],[],[],0,0,0,"['#وگردش', '#وبصادر', '#زنجانح', '#وتجارت', '#ذوب', '#بورس']",[],https://twitter.com/abandidgah/status/992695692836487168,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.2665432691574097
38,38,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,993019541021081601,993019541021081601,1525589282000,2018-05-06,11:18:02,430,986116312920453120,abandidgah,دیدگاه آبان,,"بیشترین حجم معاملات 
#وبصادر 41.1 میلیون سهم
#وبیمه 38.3 میلیون سهم
#فایرا 28.3 میلیون سهم
#ذوب 18.6 میلیون سهم
#وتجارت 16.9 میلیون سهم
#بورس",[],[],[],0,0,0,"['#وبصادر', '#وبیمه', '#فایرا', '#ذوب', '#وتجارت', '#بورس']",[],https://twitter.com/abandidgah/status/993019541021081601,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.234859436750412
