,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,Feel
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700909781213716480,700909781213716480,1455944888000,2016-02-20,08:38:08,430,2463165061,bourseiness,بورسینس,,توقف نمادهاي معاملاتي #شدوص، #خگستر، #خچرخش، #چفيبر، #تكشا  http://goo.gl/fb/2zkujq  #اخبار,[],['http://goo.gl/fb/2zkujq'],[],0,0,0,"['#شدوص', '#خگستر', '#خچرخش', '#چفيبر', '#تكشا', '#اخبار']",[],https://twitter.com/bourseiness/status/700909781213716480,False,,0,,,,,,,"[{'user_id': '2463165061', 'username': 'bourseiness'}]",,,,,0.9912850856781006
1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,704946608211890177,704946608211890177,1456907343000,2016-03-02,11:59:03,430,2463165061,bourseiness,بورسینس,,اطلاعیه عرضه عمده 28 درصد از حق تقدم محور سازان ایران خودرو توسط #خگستر…  http://goo.gl/fb/g5vtp2  #اقتصاد,[],['http://goo.gl/fb/g5vtp2'],[],0,0,0,"['#خگستر', '#اقتصاد']",[],https://twitter.com/bourseiness/status/704946608211890177,False,,0,,,,,,,"[{'user_id': '2463165061', 'username': 'bourseiness'}]",,,,,0.9912850856781006
2,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,705992752773926912,705992752773926912,1457156763000,2016-03-05,09:16:03,430,2463165061,bourseiness,بورسینس,,#خگستر » هفتگی در حال حرکت به سقف کانال صعودی خود بوده و با…  http://goo.gl/fb/AOkYcr  #اقتصاد,[],['http://goo.gl/fb/AOkYcr'],[],0,0,0,"['#خگستر', '#اقتصاد']",[],https://twitter.com/bourseiness/status/705992752773926912,False,,0,,,,,,,"[{'user_id': '2463165061', 'username': 'bourseiness'}]",,,,,0.9912850856781006
3,3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,706720648416985088,706720648416985088,1457330307000,2016-03-07,09:28:27,430,2463165061,bourseiness,بورسینس,,#خودرو صف خريد #خگستر متعادل  http://goo.gl/fb/b4gBNz  #اقتصاد,[],['http://goo.gl/fb/b4gBNz'],[],0,0,0,"['#خودرو', '#خگستر', '#اقتصاد']",[],https://twitter.com/bourseiness/status/706720648416985088,False,,0,,,,,,,"[{'user_id': '2463165061', 'username': 'bourseiness'}]",,,,,0.9912850856781006
4,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,708579429602217984,708579429602217984,1457773475000,2016-03-12,12:34:35,430,2463165061,bourseiness,بورسینس,,تاریخ 94.12.22 ساعت 12:30 خلاصه بازار توقف نمادهای #كبافق، #خگستر، #سخزر، #شبندر…  http://goo.gl/fb/65cfC8  #اقتصاد,[],['http://goo.gl/fb/65cfC8'],[],0,0,0,"['#كبافق', '#خگستر', '#سخزر', '#شبندر', '#اقتصاد']",[],https://twitter.com/bourseiness/status/708579429602217984,False,,0,,,,,,,"[{'user_id': '2463165061', 'username': 'bourseiness'}]",,,,,0.9912850856781006
5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,714698222267183104,714698222267183104,1459232309000,2016-03-29,10:48:29,430,2463165061,bourseiness,بورسینس,,بازگشايي نمادهاي معاملاتي #خگستر،#خوساز،#قصفها،#شسينا،#وسكاب  http://goo.gl/fb/eKWwM3  #اقتصاد,[],['http://goo.gl/fb/eKWwM3'],[],0,0,0,"['#خگستر', '#خوساز', '#قصفها', '#شسينا', '#وسكاب', '#اقتصاد']",[],https://twitter.com/bourseiness/status/714698222267183104,False,,0,,,,,,,"[{'user_id': '2463165061', 'username': 'bourseiness'}]",,,,,0.9912850856781006
6,6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,716882157487144960,716882157487144960,1459753000000,2016-04-04,11:26:40,430,2463165061,bourseiness,بورسینس,,#خگستر باز شد  http://goo.gl/fb/Ksvapk  #اقتصاد,[],['http://goo.gl/fb/Ksvapk'],[],0,0,1,"['#خگستر', '#اقتصاد']",[],https://twitter.com/bourseiness/status/716882157487144960,False,,0,,,,,,,"[{'user_id': '2463165061', 'username': 'bourseiness'}]",,,,,0.9912850856781006
7,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,716900207607300096,716900207607300096,1459757303000,2016-04-04,12:38:23,430,2463165061,bourseiness,بورسینس,,تایم پایانی بازار در شروع این تایم شاخص 50 واحد کاهش دارد #خگستر…  http://goo.gl/fb/2bLSmJ  #اقتصاد,[],['http://goo.gl/fb/2bLSmJ'],[],0,0,0,"['#خگستر', '#اقتصاد']",[],https://twitter.com/bourseiness/status/716900207607300096,False,,0,,,,,,,"[{'user_id': '2463165061', 'username': 'bourseiness'}]",,,,,0.9912850856781006
8,8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,716848207851102209,716848207851102209,1459744905000,2016-04-04,09:11:45,430,2463165061,bourseiness,بورسینس,,👇 #خگستر شفاف سازی درخصوص قصد فروش سرمايه گذاري در شرکت هاي محورسازان و مهرکام…  http://goo.gl/fb/yiAm19  #اقتصاد,[],['http://goo.gl/fb/yiAm19'],[],0,0,0,"['#خگستر', '#اقتصاد']",[],https://twitter.com/bourseiness/status/716848207851102209,False,,0,,,,,,,"[{'user_id': '2463165061', 'username': 'bourseiness'}]",,,,,0.9912850856781006
9,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,716882162436476928,716882162436476928,1459753001000,2016-04-04,11:26:41,430,2463165061,bourseiness,بورسینس,,#خگستر مجاز محفوظ شد  http://goo.gl/fb/5oKxqJ  #اقتصاد,[],['http://goo.gl/fb/5oKxqJ'],[],0,0,0,"['#خگستر', '#اقتصاد']",[],https://twitter.com/bourseiness/status/716882162436476928,False,,0,,,,,,,"[{'user_id': '2463165061', 'username': 'bourseiness'}]",,,,,0.9912850856781006
