,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,Feel
0,0,0,0,0,0,524561038122156032,524561038122156032,1413900072000,2014-10-21,17:31:12,430,2778040873,hibourse,hibourse,,"نمادهای با #بیشترین #افزایش قیمت
#وخارزم ۸.۶۴
#وپاسار ۴
#غدشت ۴
#وانصار ۴
#وبملت ۴
#هایبورس #TSE #بورس",[],[],[],0,0,0,"['#بیشترین', '#افزایش', '#وخارزم', '#وپاسار', '#غدشت', '#وانصار', '#وبملت', '#هایبورس', '#tse', '#بورس']",[],https://twitter.com/hibourse/status/524561038122156032,False,,0,,,,,,,"[{'user_id': '2778040873', 'username': 'hibourse'}]",,,,,0.09268908202648164
1,1,1,1,1,1,721565752327843840,721565752327843840,1460869656000,2016-04-17,09:37:36,430,2463165061,bourseiness,بورسینس,,#دی،#وبصادر،#حکمت،#وانصار #وپاسار وارد محدوده مثبت شدند  http://goo.gl/fb/Yo4AMF  #اقتصاد,[],['http://goo.gl/fb/Yo4AMF'],[],0,0,0,"['#دی', '#وبصادر', '#حکمت', '#وانصار', '#وپاسار', '#اقتصاد']",[],https://twitter.com/bourseiness/status/721565752327843840,False,,0,,,,,,,"[{'user_id': '2463165061', 'username': 'bourseiness'}]",,,,,0.9683711528778076
2,2,2,2,2,2,729536795315179520,729536795315179520,1462770100000,2016-05-09,09:31:40,430,2463165061,bourseiness,بورسینس,,#وپاسار  http://goo.gl/fb/uqbIjp  #اقتصاد,[],['http://goo.gl/fb/uqbIjp'],[],0,0,0,"['#وپاسار', '#اقتصاد']",[],https://twitter.com/bourseiness/status/729536795315179520,False,,0,,,,,,,"[{'user_id': '2463165061', 'username': 'bourseiness'}]",,,,,0.9912851452827454
3,3,3,3,3,3,732078518465626113,732078518465626113,1463376094000,2016-05-16,09:51:34,430,2463165061,bourseiness,بورسینس,,نمادهای #فولاد #ومعادن #دی #وامید #کگل #وپارس #وپاسار در پائین ترین قیمت ماهانه خود…  http://goo.gl/fb/nyPL8w  #اقتصاد,[],['http://goo.gl/fb/nyPL8w'],[],0,0,0,"['#فولاد', '#ومعادن', '#دی', '#وامید', '#کگل', '#وپارس', '#وپاسار', '#اقتصاد']",[],https://twitter.com/bourseiness/status/732078518465626113,False,,0,,,,,,,"[{'user_id': '2463165061', 'username': 'bourseiness'}]",,,,,0.8355396389961243
4,4,4,4,4,4,737510404788654085,737510404788654085,1464671157000,2016-05-31,09:35:57,430,2463165061,bourseiness,بورسینس,,تایم ابتدایی #بازار بازار با معاملات رو به مثبت حداکثری #وپاسار و عرضه صف…  http://goo.gl/fb/Nwov6Q  #اقتصاد,[],['http://goo.gl/fb/Nwov6Q'],[],0,0,0,"['#بازار', '#وپاسار', '#اقتصاد']",[],https://twitter.com/bourseiness/status/737510404788654085,False,,0,,,,,,,"[{'user_id': '2463165061', 'username': 'bourseiness'}]",,,,,0.991534411907196
5,5,5,5,5,5,742238887075053568,742238887075053568,1465798515000,2016-06-13,10:45:15,430,2463165061,bourseiness,بورسینس,,#حکمت، #وپاسار و #وکوثر در محدوده 2.5 درصد مثبت #طلای جهانی امروز هم کار…  http://goo.gl/fb/0fL5XY  #اقتصاد,[],['http://goo.gl/fb/0fL5XY'],[],0,0,0,"['#حکمت', '#وپاسار', '#وکوثر', '#طلای', '#اقتصاد']",[],https://twitter.com/bourseiness/status/742238887075053568,False,,0,,,,,,,"[{'user_id': '2463165061', 'username': 'bourseiness'}]",,,,,0.993378758430481
6,6,6,6,6,6,745121503314776065,745121503314776065,1466485784000,2016-06-21,09:39:44,430,2463165061,bourseiness,بورسینس,,#وبملت، #وبصادر، #وپاسار، #حکمت، #وپست، #وکوثر، #سمایه و #ونوین نمادهای اندک مثبت…  http://goo.gl/fb/DZMsFJ  #اقتصاد,[],['http://goo.gl/fb/DZMsFJ'],[],0,0,0,"['#وبملت', '#وبصادر', '#وپاسار', '#حکمت', '#وپست', '#وکوثر', '#سمایه', '#ونوین', '#اقتصاد']",[],https://twitter.com/bourseiness/status/745121503314776065,False,,0,,,,,,,"[{'user_id': '2463165061', 'username': 'bourseiness'}]",,,,,0.9992043375968932
7,7,7,7,7,7,747690848612126720,747690848612126720,1467098364000,2016-06-28,11:49:24,430,2463165061,bourseiness,بورسینس,,در نمادهای #خاور #فولاد #ونفت #وپترو #وبصادر #فاذر #وساخت #وپاسار حقوقی بیش از فروش…  http://goo.gl/fb/Q7RgnF  #اقتصاد,[],['http://goo.gl/fb/Q7RgnF'],[],0,0,0,"['#خاور', '#فولاد', '#ونفت', '#وپترو', '#وبصادر', '#فاذر', '#وساخت', '#وپاسار', '#اقتصاد']",[],https://twitter.com/bourseiness/status/747690848612126720,False,,0,,,,,,,"[{'user_id': '2463165061', 'username': 'bourseiness'}]",,,,,0.934209406375885
8,8,8,8,8,8,749841932503937024,749841932503937024,1467611222000,2016-07-04,10:17:02,430,2463165061,bourseiness,بورسینس,,در نماد #وپاسار مجموع سفارشات خرید ثبت شده تا قیمت 1110 ریال منفی کامل…  http://goo.gl/fb/8bmiTP  #اقتصاد,[],['http://goo.gl/fb/8bmiTP'],[],0,0,0,"['#وپاسار', '#اقتصاد']",[],https://twitter.com/bourseiness/status/749841932503937024,False,,0,,,,,,,"[{'user_id': '2463165061', 'username': 'bourseiness'}]",,,,,0.77777498960495
9,9,9,9,9,9,755323925253455872,755323925253455872,1468918231000,2016-07-19,13:20:31,430,786370050,ateimouri,علی‌ رضا,,"#ترینهایبورس
بیشترین ارزش معاملات
1-#وبصادر: ۲۴۴،۳۲۳
2-#خساپا: ۱۰۶،۷۷۲
3-#وپاسار: ۹۶،۰۲۴
4-#مبین: ۹۴،۳۹۷
5-#شپدیس: ۹۳،۷۹۸ 
میلیون ریال",[],[],[],0,0,0,"['#ترینهایبورس', '#وبصادر', '#خساپا', '#وپاسار', '#مبین', '#شپدیس']",[],https://twitter.com/Ateimouri/status/755323925253455872,False,,0,,,,,,,"[{'user_id': '786370050', 'username': 'Ateimouri'}]",,,,,0.2109473496675492
10,10,10,10,10,10,755324180640460800,755324180640460800,1468918292000,2016-07-19,13:21:32,430,786370050,ateimouri,علی‌ رضا,,"#ترینهایبورس
بیشترین حجم معاملات
1-#وبصادر: ۲۴۳
2-#خساپا: ۸۴
3-#وپاسار: ۸۱
4-#خزامیا: ۶۳
5-#خاور: ۴۶
اعداد به میلیون سهم
#بورس_ایران (:-)",[],[],[],0,0,0,"['#ترینهایبورس', '#وبصادر', '#خساپا', '#وپاسار', '#خزامیا', '#خاور', '#بورس_ایران']",[],https://twitter.com/Ateimouri/status/755324180640460800,False,,0,,,,,,,"[{'user_id': '786370050', 'username': 'Ateimouri'}]",,,,,0.17017892003059387
11,11,11,11,11,11,755324484186435585,755324484186435585,1468918364000,2016-07-19,13:22:44,430,786370050,ateimouri,علی‌ رضا,,"#ترینهایبورس
بیشترین تعداد معاملات
1-#خساپا: ۴،۲۷۳
2-#وپاسار: ۳،۷۱۸
3-#خودرو: ۲،۹۶۹
4-#وبصادر: ۲،۸۶۸
5-#خزامیا: ۲،۲۸۳
#بورس_ایران (:-)",[],[],[],0,0,0,"['#ترینهایبورس', '#خساپا', '#وپاسار', '#خودرو', '#وبصادر', '#خزامیا', '#بورس_ایران']",[],https://twitter.com/Ateimouri/status/755324484186435585,False,,0,,,,,,,"[{'user_id': '786370050', 'username': 'Ateimouri'}]",,,,,0.18564291298389435
12,12,12,12,12,12,801896377852760064,801896377852760064,1480021969000,2016-11-25,00:42:49,430,4159226645,donyayebank,دنياي بانك و بیمه,,"سهامداران #وپاسار بخوانند
پیش بینی #سودسهام #بانک_پاسارگاد https://telegram.me/donyayebank   http://donyayebank.ir/news/23132  pic.twitter.com/MkswIF7wX7",[],"['https://telegram.me/donyayebank', 'http://donyayebank.ir/news/23132']",['https://pbs.twimg.com/media/CyDoYBsXUAEsdhb.jpg'],0,0,1,"['#وپاسار', '#سودسهام']",[],https://twitter.com/donyayebank/status/801896377852760064,False,,0,,,,,,,"[{'user_id': '4159226645', 'username': 'donyayebank'}]",,,,,0.6062420606613159
13,13,13,13,13,13,801901207879094272,801901207879094272,1480023121000,2016-11-25,01:02:01,430,4159226645,donyayebank,دنياي بانك و بیمه,,"سهامداران #وپاسار بخوانند
پیش بینی #سودسهام #بانک_پاسارگاد https://telegram.me/donyayebank   http://donyayebank.ir/news/23132  pic.twitter.com/DcPC3K5O8D",[],"['https://telegram.me/donyayebank', 'http://donyayebank.ir/news/23132']",['https://pbs.twimg.com/media/CyDsrwcWgAAFLU1.jpg'],0,0,1,"['#وپاسار', '#سودسهام']",[],https://twitter.com/donyayebank/status/801901207879094272,False,,0,,,,,,,"[{'user_id': '4159226645', 'username': 'donyayebank'}]",,,,,0.6062420606613159
14,14,14,14,14,14,801901628504899584,801901628504899584,1480023221000,2016-11-25,01:03:41,430,4159226645,donyayebank,دنياي بانك و بیمه,,"سهامداران #وپاسار بخوانند
پیش بینی #سودسهام #بانک_پاسارگاد https://telegram.me/donyayebank   http://donyayebank.ir/news/23132  pic.twitter.com/FPxIYepLZU",[],"['https://telegram.me/donyayebank', 'http://donyayebank.ir/news/23132']",['https://pbs.twimg.com/media/CyDtDxDWgAASpq7.jpg'],0,0,0,"['#وپاسار', '#سودسهام']",[],https://twitter.com/donyayebank/status/801901628504899584,False,,0,,,,,,,"[{'user_id': '4159226645', 'username': 'donyayebank'}]",,,,,0.6062420606613159
15,15,15,15,15,15,1018178140928176128,1018178140928176128,1531587560000,2018-07-14,21:29:20,430,830770031705206788,radiosaham_ir,radiosaham,,"درخواست وزیر دارایی هند برای افتتاح شعبه #وپاسار در بمبئی
 http://radiosaham.ir/216492/ 

اعلام مهلت استفاده از حق تقدم خرید سهام #شرکت_به_پرداخت ملت
 http://radiosaham.ir/216491/ 

گزارش مجمع عمومی عادی سالانه #شفا
 http://radiosaham.ir/216504/ ",[],"['http://radiosaham.ir/216492/', 'http://radiosaham.ir/216491/', 'http://radiosaham.ir/216504/']",[],0,0,0,"['#وپاسار', '#شرکت_به_پرداخت', '#شفا']",[],https://twitter.com/radiosaham_ir/status/1018178140928176128,False,,0,,,,,,,"[{'user_id': '830770031705206788', 'username': 'radiosaham_ir'}]",,,,,0.3051751255989075
16,16,16,16,16,16,1025986377010171905,1025986377010171905,1533449188000,2018-08-05,10:36:28,430,986116312920453120,abandidgah,دیدگاه آبان,,"در گروه بانکی که به دلایل مختلف، هیچ یک از نمادها تا کنون بهره ای از رشد بازار نبرده اند، معاملاتی کم  حجم و منفی در جریان است. تک نماد مثبت این گروه تا با این لحظه نماد #دی می باشد. توقف طولانی مدت نمادهای #وپاسار و #سمایه نیز از دیگر موارد قابل توجه می باشد.
#بورس",[],[],[],0,0,0,"['#دی', '#وپاسار', '#سمایه', '#بورس']",[],https://twitter.com/abandidgah/status/1025986377010171905,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.4850975871086121
17,17,17,17,17,17,1056644113808965635,1056644113808965635,1540758562000,2018-10-28,23:59:22,430,98335044,septimaan,سپتیمان,,"#سهامیاب با همه ایرادات اولین پایگاه‌ افراد تازه وارد به بورس هست و منعکس کننده جهت فکری اونها و حتی مظلومیت و شکست‌هاشون اما #وپاسار نماد فساد و رانت بازنشسته‌های بانکداری دولتی که حتی کانال‌های ""مستقل"" هم تو این مدت فقط گزارش‌های کدال رو در موردش منتقل کردن نه بیشتر!  https://twitter.com/MohsenZadmehr/status/1056541874209488896 …",[],['https://twitter.com/MohsenZadmehr/status/1056541874209488896'],[],0,0,3,"['#سهامیاب', '#وپاسار']",[],https://twitter.com/septimaan/status/1056644113808965635,False,https://twitter.com/MohsenZadmehr/status/1056541874209488896,0,,,,,,,"[{'user_id': '98335044', 'username': 'septimaan'}]",,,,,0.10935913026332857
