,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,Feel
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,461450210221498368,461450210221498368,1398853278000,2014-04-30,14:51:18,430.0,277454301,ahmadquraishi1,احمد قریشی,,#ترکمنستان عرضه #پترول #رایگان را برای شهروندانش متوقف کرد via @SedayeRussiye  http://ift.tt/1iBSCk3 ,['sedayerussiye'],['http://ift.tt/1iBSCk3'],[],0.0,0.0,0.0,"['#ترکمنستان', '#پترول', '#رایگان']",[],https://twitter.com/AhmadQuraishi1/status/461450210221498368,False,,0.0,,,,,,,"[{'user_id': '277454301', 'username': 'AhmadQuraishi1'}, {'user_id': '143511626', 'username': 'SedayeRussiye'}]",,,,,0.9912850856781006
1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,558599337500868608,558594876145942528,1422015434000,2015-01-23,15:47:14,430.0,749797363,fahadzabbasi,Fahad Zia,,@geonews_urdu یه درست کها شاهد صاحب نی,,,,,,,,,,,,,,,,,,,,,,,,0.9912850856781006
2,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,#پترول بحران,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9912850856781006
3,3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,#عوام پریشان,['geonews_urdu'],[],[],0,0,0.0,"['#پترول', '#عوام']",[],https://twitter.com/FahadZAbbasi/status/558599337500868608,False,,0,,,,,,,"[{'user_id': '749797363', 'username': 'FahadZAbbasi'}, {'user_id': '165796189', 'username': 'geonews_urdu'}]",,,,,,,,,,,,,,,,0.9912850856781006
4,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2,580586297368145921,580586297368145921,1427257534000,2015-03-25,08:55:34,430.0,255702519,buabbass,✗,,حاولنا نقلد قصة الوالد بس ما صدناه 😜👍 #صباح #الخير #السيارة #مافيها #پترول #صباح_المعاش #على #قلبي…  https://instagram.com/p/0ox8e-SmjA/ ,[],['https://instagram.com/p/0ox8e-SmjA/'],[],0.0,0.0,0.0,"['#صباح', '#الخير', '#السيارة', '#مافيها', '#پترول', '#صباح_المعاش', '#على', '#قلبي']",[],https://twitter.com/BuAbbass/status/580586297368145921,False,,0.0,,,,,,,"[{'user_id': '255702519', 'username': 'BuAbbass'}]",,,,,0.9912850856781006
5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3,616903799853092864,616903799853092864,1435916302000,2015-07-03,14:08:22,430.0,3150346382,khabarizad,m.khabarizad,,بروزرسانی NAV# 5 نماد (#پارسان، #وصندوق، #پترول، #وساپا و #ورنا) | Tehran Stock Exchange Times  http://tsetimes.ir/archive/39471 ,[],['http://tsetimes.ir/archive/39471'],[],0.0,0.0,0.0,"['#پارسان', '#وصندوق', '#پترول', '#وساپا', '#ورنا']",[],https://twitter.com/khabarizad/status/616903799853092864,False,,0.0,,,,,,,"[{'user_id': '3150346382', 'username': 'khabarizad'}]",,,,,0.9912850856781006
6,6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4,623557566212259840,623557566212259840,1437502683000,2015-07-21,22:48:03,430.0,63751036,tweetmaba,Mohamed Ali Ben Ammar 🇹🇳,,"#كافون بدا يلبّز وحدو بغناية ""#پترول""، ماشي فيبالو كي جاب زوز ____ يسترپتيزيو علينا في #الكليب وحتى كان جا بدنهم...  http://fb.me/7rWjGFY3f ",[],['http://fb.me/7rWjGFY3f'],[],0.0,0.0,0.0,"['#كافون', '#پترول', '#الكليب']",[],https://twitter.com/tweetMABA/status/623557566212259840,False,,0.0,,,,,,,"[{'user_id': '63751036', 'username': 'tweetMABA'}]",,,,,0.9912850856781006
7,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5,645546349098848256,645538174735749120,1442745217000,2015-09-20,15:03:37,430.0,576493711,alialhubaity,؏li / 𒀀𒆷𒂊,,"@IRAQ__sports لازم راح يصير نقل الدوري العراقي بالقطارة؟ !! و الله وكت. .
#هنا_العراق
#العراق
#پترول
#فساد
#أصلاح",[],[],[],1.0,2.0,1.0,"['#هنا_العراق', '#العراق', '#پترول', '#فساد', '#أصلاح']",[],https://twitter.com/alialhubaity/status/645546349098848256,False,,0.0,,,,,,,"[{'user_id': '576493711', 'username': 'alialhubaity'}]",,,,,0.9912850856781006
8,8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6,701797544020602880,701797544020602880,1456156547000,2016-02-22,19:25:47,430.0,2463165061,bourseiness,بورسینس,,⚜ عرضه بلوکی سهام #پترول در بازار فرابورس ایران بلوک 1.16 درصدی سهام گروه…  http://goo.gl/fb/6jsdWL  #اقتصاد #بورس,[],['http://goo.gl/fb/6jsdWL'],[],0.0,0.0,0.0,"['#پترول', '#اقتصاد', '#بورس']",[],https://twitter.com/bourseiness/status/701797544020602880,False,,0.0,,,,,,,"[{'user_id': '2463165061', 'username': 'bourseiness'}]",,,,,0.9912850856781006
9,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,7,702377085755596801,702377085755596801,1456294721000,2016-02-24,09:48:41,430.0,2463165061,bourseiness,بورسینس,,#پترول معامله بلوکی در 1700 ریال امروز  http://goo.gl/fb/HhW8kR  #اقتصاد #بورس,[],['http://goo.gl/fb/HhW8kR'],[],0.0,0.0,0.0,"['#پترول', '#اقتصاد', '#بورس']",[],https://twitter.com/bourseiness/status/702377085755596801,False,,0.0,,,,,,,"[{'user_id': '2463165061', 'username': 'bourseiness'}]",,,,,0.9912850856781006
