,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,Feel
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,699125348705947649,699125348705947649,1455519446000,2016-02-15,10:27:26,430,2463165061,bourseiness,بورسینس,,#ولساپا صف خرید روی 293 تومان  http://goo.gl/fb/nDGxkm  #اخبار,[],['http://goo.gl/fb/nDGxkm'],[],0,0,0,"['#ولساپا', '#اخبار']",[],https://twitter.com/bourseiness/status/699125348705947649,False,,0,,,,,,,"[{'user_id': '2463165061', 'username': 'bourseiness'}]",,,,,0.9912850856781006
1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,699482885439516672,699482885439516672,1455604690000,2016-02-16,10:08:10,430,2463165061,bourseiness,بورسینس,,#ولساپا 41 میلیون معامله شد و صف خریدش عرضه شد  http://goo.gl/fb/VqjApt  #اخبار,[],['http://goo.gl/fb/VqjApt'],[],0,0,0,"['#ولساپا', '#اخبار']",[],https://twitter.com/bourseiness/status/699482885439516672,False,,0,,,,,,,"[{'user_id': '2463165061', 'username': 'bourseiness'}]",,,,,0.9912850856781006
2,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,700951389669826560,700951389669826560,1455954809000,2016-02-20,11:23:29,430,2463165061,bourseiness,بورسینس,,#ولساپا 40 میل صف فروش  http://goo.gl/fb/4mAJmU  #اقتصاد #بورس,[],['http://goo.gl/fb/4mAJmU'],[],0,0,0,"['#ولساپا', '#اقتصاد', '#بورس']",[],https://twitter.com/bourseiness/status/700951389669826560,False,,0,,,,,,,"[{'user_id': '2463165061', 'username': 'bourseiness'}]",,,,,0.9912850856781006
3,3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,700918940797706240,700918940797706240,1455947072000,2016-02-20,09:14:32,430,2463165061,bourseiness,بورسینس,,#ولساپا صف فروش  http://goo.gl/fb/GYYWU5  #اخبار,[],['http://goo.gl/fb/GYYWU5'],[],0,0,0,"['#ولساپا', '#اخبار']",[],https://twitter.com/bourseiness/status/700918940797706240,False,,0,,,,,,,"[{'user_id': '2463165061', 'username': 'bourseiness'}]",,,,,0.9912850856781006
4,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,701329048765644800,701329048765644800,1456044849000,2016-02-21,12:24:09,430,2463165061,bourseiness,بورسینس,,#ولساپا دلایل کاهش سود ناخالص پیش بینی سال مالی ۹۵  http://goo.gl/fb/Rhgu37  #اقتصاد #بورس,[],['http://goo.gl/fb/Rhgu37'],[],0,0,0,"['#ولساپا', '#اقتصاد', '#بورس']",[],https://twitter.com/bourseiness/status/701329048765644800,False,,0,,,,,,,"[{'user_id': '2463165061', 'username': 'bourseiness'}]",,,,,0.9912850856781006
5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,701327683347677185,701327683347677185,1456044524000,2016-02-21,12:18:44,430,2463165061,bourseiness,بورسینس,,#ولساپا شفاف سازی  http://goo.gl/fb/r6xmbc  #اقتصاد #بورس,[],['http://goo.gl/fb/r6xmbc'],[],0,0,0,"['#ولساپا', '#اقتصاد', '#بورس']",[],https://twitter.com/bourseiness/status/701327683347677185,False,,0,,,,,,,"[{'user_id': '2463165061', 'username': 'bourseiness'}]",,,,,0.9912850856781006
6,6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,702417214041939969,702417214041939969,1456304288000,2016-02-24,12:28:08,430,2463165061,bourseiness,بورسینس,,#ولغدر +4 معامله می شود و #ولساپا 4%  http://goo.gl/fb/eYwDnm  #اقتصاد #بورس,[],['http://goo.gl/fb/eYwDnm'],[],0,0,0,"['#ولغدر', '#ولساپا', '#اقتصاد', '#بورس']",[],https://twitter.com/bourseiness/status/702417214041939969,False,,0,,,,,,,"[{'user_id': '2463165061', 'username': 'bourseiness'}]",,,,,0.9912850856781006
7,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,704533613661003776,704533613661003776,1456808877000,2016-03-01,08:37:57,430,2463165061,bourseiness,بورسینس,,#خودرو بالای 50 میلیون صف خرید #ولساپا صف خرید &nbsp  http://goo.gl/fb/GaeV8n  #اقتصاد,[],['http://goo.gl/fb/GaeV8n'],[],0,0,0,"['#خودرو', '#ولساپا', '#اقتصاد']",[],https://twitter.com/bourseiness/status/704533613661003776,False,,0,,,,,,,"[{'user_id': '2463165061', 'username': 'bourseiness'}]",,,,,0.9912850856781006
8,8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,709619616310566912,709619616310566912,1458021475000,2016-03-15,09:27:55,430,2463165061,bourseiness,بورسینس,,#ولساپا موضوع خلاصه تصمیمات مجمع عمومی عادی به طور فوق العاده بدین‌وسیله به اطلاع…  http://goo.gl/fb/uJs3H7  #اقتصاد,[],['http://goo.gl/fb/uJs3H7'],[],0,0,0,"['#ولساپا', '#اقتصاد']",[],https://twitter.com/bourseiness/status/709619616310566912,False,,0,,,,,,,"[{'user_id': '2463165061', 'username': 'bourseiness'}]",,,,,0.9912850856781006
9,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,709648980704174080,709648980704174080,1458028476000,2016-03-15,11:24:36,430,2463165061,bourseiness,بورسینس,,بازگشايي نمادهاي معاملاتي #وساپا،#خاور،#ولساپا 94 12 25 11:04 به اطلاع مي رساند…  http://goo.gl/fb/aVAwya  #اقتصاد,[],['http://goo.gl/fb/aVAwya'],[],0,0,0,"['#وساپا', '#خاور', '#ولساپا', '#اقتصاد']",[],https://twitter.com/bourseiness/status/709648980704174080,False,,0,,,,,,,"[{'user_id': '2463165061', 'username': 'bourseiness'}]",,,,,0.9912850856781006
