,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,Feel
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,831468920179666944,831468920179666944,1487072613000,2017-02-14,15:13:33,430,507029211,i3ehr0uz,behrouz hosseini,,"#ونیرو
روال فعلی مثبت و تا عرضه سهام انتظار صعود هست.",[],[],[],0,0,0,['#ونیرو'],[],https://twitter.com/i3ehr0uz/status/831468920179666944,False,,0,,,,,,,"[{'user_id': '507029211', 'username': 'i3ehr0uz'}]",,,,,0.9912850856781006
1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,999188601513525248,999188601513525248,1527060101000,2018-05-23,11:51:41,430,986116312920453120,abandidgah,دیدگاه آبان,,"#ونیرو
ونیرو در تایم فریم روزانه پس از بازگشایی در گپ مثبت و ثبت قله قیمتی ۱۴۹۷ ریال با اصلاح فرسایشی.... ادامه در لینک زیر
 https://bit.ly/2IAC858 
#بورس #تحلیل_تکنیکال pic.twitter.com/Zsv4BXqABB",[],['https://bit.ly/2IAC858'],['https://pbs.twimg.com/media/Dd3UmArUwAAkzmy.jpg'],0,0,0,"['#ونیرو', '#بورس', '#تحلیل_تکنیکال']",[],https://twitter.com/abandidgah/status/999188601513525248,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.9912850856781006
2,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1014059725581766656,1014059725581766656,1530605653000,2018-07-03,12:44:13,430,986116312920453120,abandidgah,دیدگاه آبان,,"#ونیرو
بررسی #اطلاعیه 97/04/12
*سرمايه گذاري نيرو*
آگهی دعوت به مجمع عمومی عادی سالیانه      
جهت تصویب صورت‌های مالی سال (دوره) مالی منتهی به 1396/12/29
در ساعت 10:00 شنبه 1397/04/30 
درمحل تهران -خيابان شيخ بهايي جنوبي-شهرک والفجر - خيابان ايران شناسي-خيابان نهم- پلاک 6
#بورس",[],[],[],0,0,0,"['#ونیرو', '#اطلاعیه', '#بورس']",[],https://twitter.com/abandidgah/status/1014059725581766656,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.9912850856781006
3,3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1018024743012691968,1018024743012691968,1531550987000,2018-07-14,11:19:47,430,986116312920453120,abandidgah,دیدگاه آبان,,"در گروه های اکثرا متعادل برقی، تجهیزاتی و پیمانکاری و در ادامه توقف طولانی مدت نماد #فاذر، نمادهای #چدن، #فاراک، #بمپنا و #ونیرو  صف خرید را تجربه می کنند.
#بورس",[],[],[],0,0,0,"['#فاذر', '#چدن', '#فاراک', '#بمپنا', '#ونیرو', '#بورس']",[],https://twitter.com/abandidgah/status/1018024743012691968,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.9912850856781006
4,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1019106601662156801,1019106601662156801,1531808922000,2018-07-17,10:58:42,430,986116312920453120,abandidgah,دیدگاه آبان,,"* توقف نماد *
#فولاد #كهرام #سصفها #ونيرو #وتوشه #لابسا #غبهنوش #شفن #کحافظ #کدما #لسرما #کحافظ
جهت برگزاري مجمع عمومي عادي ساليانه به منظور تصويب صورت هاي مالي 
#بورس",[],[],[],0,0,0,"['#فولاد', '#كهرام', '#سصفها', '#ونيرو', '#وتوشه', '#لابسا', '#غبهنوش', '#شفن', '#کحافظ', '#کدما', '#لسرما', '#کحافظ', '#بورس']",[],https://twitter.com/abandidgah/status/1019106601662156801,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.9912850856781006
5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1036532686553198592,1036532686553198592,1535963624000,2018-09-03,13:03:44,430,986116312920453120,abandidgah,دیدگاه آبان,,"در گروه عرضه برق، معاملات متعادل و کم حجم دنبال می شود و دو نماد #ونیرو و #وهور معاملات نسبتا بهتری را سپری می نمایند.
#بورس",[],[],[],0,0,0,"['#ونیرو', '#وهور', '#بورس']",[],https://twitter.com/abandidgah/status/1036532686553198592,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.9912850856781006
6,6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1038687378360098816,1038687378360098816,1536477343000,2018-09-09,11:45:43,430,986116312920453120,abandidgah,دیدگاه آبان,,"در گروه خدمات فنی و مهندسی، شاهد ادامه رشد #رمپنا هستیم و #رتکو نیز به دلیل نوسان 20 درصدی متوقف شد. در گروه عرضه برق، معاملات متعادل است و #ونیرو در سقف مجاز داد و ستد می شود.
#بورس",[],[],[],0,0,0,"['#رمپنا', '#رتکو', '#ونیرو', '#بورس']",[],https://twitter.com/abandidgah/status/1038687378360098816,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.9912850856781006
7,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1043749862817202176,1043749862817202176,1537684333000,2018-09-23,10:02:13,430,986116312920453120,abandidgah,دیدگاه آبان,,"#ونیرو
بررسی #اطلاعیه 97/07/01
*سرمايه گذاري نيرو*      
افشای اطلاعات بااهمیت - (تغييرات با اهميت در عملكرد شركت هاي تحت كنترل - گروه الف) منتهی به سال مالی ۱۳۹۷/۱۲/۲۹
#بورس pic.twitter.com/JZmMsWjNvb",[],[],['https://pbs.twimg.com/media/Dnwk9YeV4AAsdEA.jpg'],0,0,0,"['#ونیرو', '#اطلاعیه', '#بورس']",[],https://twitter.com/abandidgah/status/1043749862817202176,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.9912850856781006
8,8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1044852709256560640,1044849656000380928,1537947272000,2018-09-26,11:04:32,430,964464059725897728,shayan_longman,Postman-pat💌,,"#شغدیر که عالی بود 
#وخارزم
#ونیرو 
پتروشیمی فسا 
#لکما 
منتظر عرضه اولیه #نوری هم باش 
قبلشم  عرضه اولیه دیگه هم هست ، اونم از دست نده 
عرضه اولیه ها تقریبا سودشون تضمینه 
#تاپکیش حقوقی اجازه داد ورود کن",['pedram_mf'],[],[],1,0,2,"['#شغدیر', '#وخارزم', '#ونیرو', '#لکما', '#نوری', '#تاپکیش']",[],https://twitter.com/shayan_longman/status/1044852709256560640,False,,0,,,,,,,"[{'user_id': '964464059725897728', 'username': 'shayan_longman'}, {'user_id': '829511893320544257', 'username': 'pedram_mf'}]",,,,,0.9912850856781006
9,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1044855229454450689,1044849656000380928,1537947873000,2018-09-26,11:14:33,430,964464059725897728,shayan_longman,Postman-pat💌,,125 #ونیرو🙈,['pedram_mf'],[],[],1,0,1,['#ونیرو'],[],https://twitter.com/shayan_longman/status/1044855229454450689,False,,0,,,,,,,"[{'user_id': '964464059725897728', 'username': 'shayan_longman'}, {'user_id': '829511893320544257', 'username': 'pedram_mf'}]",,,,,0.9912850856781006
10,10,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1064776047294472193,1064776047294472193,1542697366000,2018-11-20,10:32:46,430,986116312920453120,abandidgah,دیدگاه آبان,,"در گروه عرضه برق، #بفجر و #مبین با شایعاتی مبنی بر تغییر نرخ مورد توجهند و #بکهنوج، #بمپنا و #دماوند از دیگر نمادهای مورد مثبت  گروهند. دو نماد #ونیرو و #وهور امروز با افت همراهند.
#بورس",[],[],[],0,0,0,"['#بفجر', '#مبین', '#بکهنوج', '#بمپنا', '#دماوند', '#ونیرو', '#وهور', '#بورس']",[],https://twitter.com/abandidgah/status/1064776047294472193,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.9912850856781006
11,11,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,1074194416082907136,1074194416082907136,1544942881000,2018-12-16,10:18:01,430,986116312920453120,abandidgah,دیدگاه آبان,,"بیشترین حجم معاملات 
#ذوب 94.7 میلیون سهم
#وتجارت 80.1 میلیون سهم
#وبملت 72.7 میلیون سهم
#خساپا 72.4 میلیون سهم
#ونیرو 61 میلیون سهم
#بورس",[],[],[],0,0,0,"['#ذوب', '#وتجارت', '#وبملت', '#خساپا', '#ونیرو', '#بورس']",[],https://twitter.com/abandidgah/status/1074194416082907136,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.9912850856781006
12,12,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,1074178297167110150,1074178297167110150,1544939037000,2018-12-16,09:13:57,430,986116312920453120,abandidgah,دیدگاه آبان,,"صف های خرید
#زکشت 206.4 میلیون سهم
#شغدیر 18.7 میلیون سهم
#ونیرو 4.5 میلیون سهم
#چکارن 3.3 میلیون  سهم
#دامین 2.1 میلیون سهم
#بورس",[],[],[],0,0,0,"['#زکشت', '#شغدیر', '#ونیرو', '#چکارن', '#دامین', '#بورس']",[],https://twitter.com/abandidgah/status/1074178297167110150,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.9912850856781006
13,13,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,1074186106197798913,1074186106197798913,1544940899000,2018-12-16,09:44:59,430,986116312920453120,abandidgah,دیدگاه آبان,,"در گروه عرضه برق برخلاف کلیت بازار شاهد معاملاتی مثبت هستیم. #ونیرو صف خرید دارد و #بفجر و #بمپنا و #وهور نیز رشد قیمتی را تجربه مینمایند. شفاف سازی های صورت گرفته در رابطه با افزایش نرخ ها در این گروه از مهم ترین دلایل اقبال بازار علیرغم جو منفی معاملات می باشد.
#بورس",[],[],[],0,0,0,"['#ونیرو', '#بفجر', '#بمپنا', '#وهور', '#بورس']",[],https://twitter.com/abandidgah/status/1074186106197798913,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.9912850856781006
14,14,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,1083983334961627136,1083983334961627136,1547276741000,2019-01-12,10:35:41,430,986116312920453120,abandidgah,دیدگاه آبان,,"بیشترین حجم معاملات 
#ذوب 119 میلیون سهم
#وپاسار 71.7 میلیون سهم
#خساپا 55.7 میلیون سهم
#وتجارت 54.7 میلیون سهم
#ونیرو 38.7 میلیون سهم
#بورس",[],[],[],0,0,0,"['#ذوب', '#وپاسار', '#خساپا', '#وتجارت', '#ونیرو', '#بورس']",[],https://twitter.com/abandidgah/status/1083983334961627136,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.9912850856781006
