,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,Feel
0,0,0,0,0,0,0,748029392220229632,748029392220229632,1467179079000,2016-06-29,10:14:39,430,2463165061,bourseiness,بورسینس,,#شبهرن آگهی دعوت به مجمع عمومی عادی سالیانه شرکت نفت بهران برای سال دوره…  http://goo.gl/fb/CwuBmy  #اقتصاد,[],['http://goo.gl/fb/CwuBmy'],[],0,0,0,"['#شبهرن', '#اقتصاد']",[],https://twitter.com/bourseiness/status/748029392220229632,False,,0,,,,,,,"[{'user_id': '2463165061', 'username': 'bourseiness'}]",,,,,0.8353656530380249
1,1,1,1,1,1,1,977838248750997504,977832656934195200,1521969780000,2018-03-25,13:53:00,430,786370050,ateimouri,علی‌ رضا,,"3-#شپنا:  ارزش بازار: ۸۶،۴۶۰،۰۰۰  تغییر ارزش بازار: ۰/۹۸ %
4-#آپ:  ارزش بازار: ۳۶،۷۴۰،۰۰۰  تغییر ارزش بازار: ۲/۲۵ %
5-#شبهرن:  ارزش بازار: ۲۴،۹۸۸،۶۰۰  تغییر ارزش بازار: ۳/۲۳ %
ارزش بازار به میلیون ريال",[],[],[],1,0,0,"['#شپنا', '#آپ', '#شبهرن']",[],https://twitter.com/Ateimouri/status/977838248750997504,False,,0,,,,,,,"[{'user_id': '786370050', 'username': 'Ateimouri'}]",,,,,0.04332174733281136
2,2,2,2,2,2,2,988365005698555904,988365005698555904,1524479554000,2018-04-23,15:02:34,430,986116312920453120,abandidgah,دیدگاه آبان,,"#شبهرن
#نفت #بهران در فروردین ماه امسال توانسته مبلغ فروش ماهانه خود را با رشد 44 درصدی نسبت به فروردین 96 به 755 میلیارد ریال افزایش دهد.
#بورس",[],[],[],0,0,0,"['#شبهرن', '#نفت', '#بهران', '#بورس']",[],https://twitter.com/abandidgah/status/988365005698555904,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.8687750697135925
3,3,3,3,3,3,3,990127975554306048,990127975554306048,1524899879000,2018-04-28,11:47:59,430,986116312920453120,abandidgah,دیدگاه آبان,,"#شپاس، #شفارس، #شکربن، #زاگرس، #شبندر، #شسپا، #پارسان، #خراسان و #شبهرن معدود نمادهای متعادل و مثبت گروه های #شیمیای، #پتروشیمی و فرآورده های #نفتی در بازار امروز می باشند و مابقی هم گروهی ها اکثرا متعادل و منفی دنبال می شوند.
#بورس",[],[],[],0,0,0,"['#شپاس', '#شفارس', '#شکربن', '#زاگرس', '#شبندر', '#شسپا', '#پارسان', '#خراسان', '#شبهرن', '#شیمیای', '#پتروشیمی', '#نفتی', '#بورس']",[],https://twitter.com/abandidgah/status/990127975554306048,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.9994179010391236
4,4,4,4,4,4,4,993745487558688768,993745487558688768,1525762361000,2018-05-08,11:22:41,430,986116312920453120,abandidgah,دیدگاه آبان,,"درگروه های اکثرا متعادل و مثبت #شیمیایی، #پالایشگاهی و #روانکارها، ادامه صف خرید نماد #وپترو و نوسانات منفی نمادهای #زاگرس، #کرماشا، #فارس، #شبهرن، #شنفت و #شکلر نمایان تر از معاملات هم گروهی ها می باشد. 
#بورس",[],[],[],0,0,0,"['#شیمیایی', '#پالایشگاهی', '#روانکارها', '#وپترو', '#زاگرس', '#کرماشا', '#فارس', '#شبهرن', '#شنفت', '#شکلر', '#بورس']",[],https://twitter.com/abandidgah/status/993745487558688768,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.9794671535491944
5,5,5,5,5,5,5,1008583580509921281,1008583580509921281,1529300038000,2018-06-18,10:03:58,430,986116312920453120,abandidgah,دیدگاه آبان,,"* توقف نماد *
#ثتران #شبهرن
با توجه به افشای اطلاعات با اهميت 
#مرقام #کتوکا #فاراک
با توجه به رشد بيش از 20 درصدي قيمت و به منظور اطلاع رساني شركت به بازار در خصوص علل آن
#بورس",[],[],[],0,0,0,"['#ثتران', '#شبهرن', '#مرقام', '#کتوکا', '#فاراک', '#بورس']",[],https://twitter.com/abandidgah/status/1008583580509921281,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.875619649887085
6,6,6,6,6,6,6,1009335533359673344,1009335533359673344,1529479318000,2018-06-20,11:51:58,430,986116312920453120,abandidgah,دیدگاه آبان,,"نماد #شبهرن پس از انتشار شفاف سازی تغییر با اهمیت پیش بینی درآمد (رشد ٢۴ درصدی در سود عمدتا به دلایل: تغییر نرخ ارز صادراتی، کاهش تخفیفات، کاهش بهای تمام شده و کاهش هزینه مالی) با رشد 5 درصدی مورد بازگشایی قرار گرفت.
#بورس",[],[],[],0,0,0,"['#شبهرن', '#بورس']",[],https://twitter.com/abandidgah/status/1009335533359673344,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.618129551410675
7,7,7,7,7,7,7,1012983053767962624,1012983053767962624,1530348954000,2018-06-30,13:25:54,430,986116312920453120,abandidgah,دیدگاه آبان,,"نمادهای تاثیر گذار در #شاخص
#فارس 132 واحد مثبت
#فملی 78 واحد منفی
#تاپیکو 46 واحد مثبت
#شبهرن 26 واحد مثبت
#مبین 26 واحد منفی
#وغدیر 26 واحد مثبت
#پترول 26 واحد منفی
#بورس",[],[],[],0,0,0,"['#شاخص', '#فارس', '#فملی', '#تاپیکو', '#شبهرن', '#مبین', '#وغدیر', '#پترول', '#بورس']",[],https://twitter.com/abandidgah/status/1012983053767962624,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.975451409816742
8,8,8,8,8,8,8,1018896579124658183,1018896579124658183,1531758849000,2018-07-16,21:04:09,430,830770031705206788,radiosaham_ir,radiosaham,,"گزارش مجمع عمومی عادی سالانه #شبهرن
 http://radiosaham.ir/216750/ 
#ستران تعدیل منفی سنگین اعلام کرد
 http://radiosaham.ir/216739/ 

گزارش مجمع عمومی عادی سالانه #کیمیا
 http://radiosaham.ir/216751/ 

تاثیر #ارز دولتی در خروج سرمایه از #بازارسهام
 http://radiosaham.ir/216741/ ",[],"['http://radiosaham.ir/216750/', 'http://radiosaham.ir/216739/', 'http://radiosaham.ir/216751/', 'http://radiosaham.ir/216741/']",[],0,0,0,"['#شبهرن', '#ستران', '#کیمیا', '#ارز', '#بازارسهام']",[],https://twitter.com/radiosaham_ir/status/1018896579124658183,False,,0,,,,,,,"[{'user_id': '830770031705206788', 'username': 'radiosaham_ir'}]",,,,,0.4085209965705872
9,9,9,9,9,9,9,1020607515288002561,1020607515288002561,1532166768000,2018-07-21,14:22:48,430,986116312920453120,abandidgah,دیدگاه آبان,,"#شبهرن      
بررسی #اطلاعیه 97/04/30
*نفت بهران*      
افشای اطلاعات بااهمیت - (ساير اطلاعات بااهميت - گروه ب) منتهی به سال مالی ۱۳۹۷/۱۲/۲۹     
#بورس pic.twitter.com/891VgOcK8R",[],[],['https://pbs.twimg.com/media/DintHNzU8AAibuQ.jpg'],0,0,0,"['#شبهرن', '#اطلاعیه', '#بورس']",[],https://twitter.com/abandidgah/status/1020607515288002561,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.998561441898346
