,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,Feel
0,0,0,0,0,0,0,714692461239672832,714692461239672832,1459230935000,2016-03-29,10:25:35,430,2463165061,bourseiness,بورسینس,,نمادهای #قشکر #دلر #دسینا #شیراز #کسعدی #ذوب #کرمان #هرمز #وکوثر صف فروش هستند  http://goo.gl/fb/OPu4lk  #اقتصاد,[],['http://goo.gl/fb/OPu4lk'],[],0,0,0,"['#قشکر', '#دلر', '#دسینا', '#شیراز', '#کسعدی', '#ذوب', '#کرمان', '#هرمز', '#وکوثر', '#اقتصاد']",[],https://twitter.com/bourseiness/status/714692461239672832,False,,0,,,,,,,"[{'user_id': '2463165061', 'username': 'bourseiness'}]",,,,,0.7355283498764038
1,1,1,1,1,1,1,729594540387139584,729594540387139584,1462783868000,2016-05-09,13:21:08,430,2463165061,bourseiness,بورسینس,,#دسینا لابراتوارهاي سينادارو در دوره ۱۲ ماهه منتهی به ۹۴ ١٢ ٢٩ حسابرسی شده…  http://goo.gl/fb/p5OnpB  #اقتصاد,[],['http://goo.gl/fb/p5OnpB'],[],0,0,0,"['#دسینا', '#اقتصاد']",[],https://twitter.com/bourseiness/status/729594540387139584,False,,0,,,,,,,"[{'user_id': '2463165061', 'username': 'bourseiness'}]",,,,,0.9834111332893372
2,2,2,2,2,2,2,737598713825091585,737598713825091585,1464692211000,2016-05-31,15:26:51,430,2463165061,bourseiness,بورسینس,,#دسینا 3000ریال به ازای هر سهم سود نقدی توزیع کرد  http://goo.gl/fb/Wx7Q7X  #اقتصاد,[],['http://goo.gl/fb/Wx7Q7X'],[],0,0,0,"['#دسینا', '#اقتصاد']",[],https://twitter.com/bourseiness/status/737598713825091585,False,,0,,,,,,,"[{'user_id': '2463165061', 'username': 'bourseiness'}]",,,,,0.9515024423599244
3,3,3,3,3,3,3,740062205022986240,740062205022986240,1465279554000,2016-06-07,10:35:54,430,2463165061,bourseiness,بورسینس,,سود تقسیمی هرسهم «#دسینا» 3000ریال تصویب شد  http://goo.gl/fb/4RqEfh  #اقتصاد,[],['http://goo.gl/fb/4RqEfh'],[],0,0,0,"['#دسینا', '#اقتصاد']",[],https://twitter.com/bourseiness/status/740062205022986240,False,,0,,,,,,,"[{'user_id': '2463165061', 'username': 'bourseiness'}]",,,,,0.3816710114479065
4,4,4,4,4,4,4,740422723848048641,740422723848048641,1465365508000,2016-06-08,10:28:28,430,2463165061,bourseiness,بورسینس,,در #داروئی ها #دتما #دسینا #دابور #دسانکو با صف خرید و باقی نمادها منفی…  http://goo.gl/fb/H4nUyj  #اقتصاد,[],['http://goo.gl/fb/H4nUyj'],[],0,0,0,"['#داروئی', '#دتما', '#دسینا', '#دابور', '#دسانکو', '#اقتصاد']",[],https://twitter.com/bourseiness/status/740422723848048641,False,,0,,,,,,,"[{'user_id': '2463165061', 'username': 'bourseiness'}]",,,,,0.9790034890174866
5,5,5,5,5,5,5,995572335695446016,995572335695446016,1526197916000,2018-05-13,12:21:56,430,986116312920453120,abandidgah,دیدگاه آبان,,"در گروه دارویی نمادهای #دپارس، #دکوثر، #دپارس، #دسانکو، #دارو و #دلقما با صف خرید، نمادهای #دفرا، #دتماد، #دسینا با صف فروش و مابقی نمادهای گروه متعادل دنبال  می باشند.
#بورس",[],[],[],0,0,0,"['#دپارس', '#دکوثر', '#دپارس', '#دسانکو', '#دارو', '#دلقما', '#دفرا', '#دتماد', '#دسینا', '#بورس']",[],https://twitter.com/abandidgah/status/995572335695446016,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.9979793429374696
6,6,6,6,6,6,6,1001006420215517184,1001006420215517184,1527493503000,2018-05-28,12:15:03,430,986116312920453120,abandidgah,دیدگاه آبان,,"دتماد و دجابر نمادهای صف خرید و #دکوثر، #دسینا و #دروز نمادهای صف فروش گروه کم حجم، متعادل و منفی دارویی تا این لحظه از بازار امروز می باشند.
#بورس",[],[],[],0,0,0,"['#دکوثر', '#دسینا', '#دروز', '#بورس']",[],https://twitter.com/abandidgah/status/1001006420215517184,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.5853469967842102
7,7,7,7,7,7,7,1008593975576424448,1008593975576424448,1529302517000,2018-06-18,10:45:17,430,986116312920453120,abandidgah,دیدگاه آبان,,"گروه کم شناور، دانش بنیاد اما متعادل و مثبت امروز دارویی، با صف خرید نمادهای #دپارس، پ#خش، #دتما، #دسینا، #دلقما و #دکیمی سپری می شوند.
#بورس",[],[],[],0,0,0,"['#دپارس', '#دتما', '#دسینا', '#دلقما', '#دکیمی', '#بورس']",[],https://twitter.com/abandidgah/status/1008593975576424448,False,,0,,,,,,,"[{'user_id': '986116312920453120', 'username': 'abandidgah'}]",,,,,0.9938837885856628
8,8,8,8,8,8,8,1018896505619566592,1018896505619566592,1531758831000,2018-07-16,21:03:51,430,830770031705206788,radiosaham_ir,radiosaham,,"گزارش مجمع عمومی عادی سالانه #وبانک
 http://radiosaham.ir/216715/ 

چشم انداز سهام کدام #خودروساز بهتر است؟
 http://radiosaham.ir/216745/ 

گزارش مجمع عمومی عادی سالانه #دسینا
 http://radiosaham.ir/216752/ 

تحقق سود ۲۲۷ ریالی #فولاد_آلیاژی_ایران در سال ۹۶
 http://radiosaham.ir/216749/ ",[],"['http://radiosaham.ir/216715/', 'http://radiosaham.ir/216745/', 'http://radiosaham.ir/216752/', 'http://radiosaham.ir/216749/']",[],0,0,0,"['#وبانک', '#خودروساز', '#دسینا', '#فولاد_آلیاژی_ایران']",[],https://twitter.com/radiosaham_ir/status/1018896505619566592,False,,0,,,,,,,"[{'user_id': '830770031705206788', 'username': 'radiosaham_ir'}]",,,,,0.3322130441665649
9,9,9,9,9,9,9,1049542903637393408,1049542903637393408,1539065502000,2018-10-09,09:41:42,430,1042865814540636164,eghtesadfarsi,اقتصاد فارسی,,"New post in دیوار بورس: صف های فروش امروز تا این لحظه:

  #ذوب #فولاژ #فایرا #فمراد #فلوله در گروه فلزات 
 #شاملا #شکلر در میان محصولات شیمیایی
 #خرینگ #خمحرکه #ختوقا #خمهر #خشرق #خریخت #خوساز #خدیزل در گروه خودرویی ها 
 #دالبر #دشیمی #دسینا #داسوه #دفرا… https://ift.tt/2y858tM ",[],['https://ift.tt/2y858tM'],[],0,0,0,"['#ذوب', '#فولاژ', '#فایرا', '#فمراد', '#فلوله', '#شاملا', '#شکلر', '#خرینگ', '#خمحرکه', '#ختوقا', '#خمهر', '#خشرق', '#خریخت', '#خوساز', '#خدیزل', '#دالبر', '#دشیمی', '#دسینا', '#داسوه', '#دفرا']",[],https://twitter.com/EGHTESADfarsi/status/1049542903637393408,False,,0,,,,,,,"[{'user_id': '1042865814540636164', 'username': 'EGHTESADfarsi'}]",,,,,0.5958970189094543
